Subj,Condition,Bin,Time,ToDistractor,ToTarget,elogit,elogit_wt,Proportion
6,facilitating,19,-100,9,30,1.16643488500687,0.138050043140638,0.769230769230769
6,facilitating,20,-50,9,31,1.19869574722509,0.137009189640769,0.775
6,facilitating,21,0,12,30,0.89199803930511,0.112786885245902,0.714285714285714
6,facilitating,22,50,13,30,0.815036998168982,0.106860959319976,0.697674418604651
6,facilitating,23,100,12,30,0.89199803930511,0.112786885245902,0.714285714285714
6,facilitating,24,150,12,25,0.712949807856125,0.11921568627451,0.675675675675676
6,facilitating,25,200,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
6,facilitating,26,250,15,24,0.45783309362548,0.10533245556287,0.615384615384615
6,facilitating,27,300,15,27,0.573345980747325,0.100879765395894,0.642857142857143
6,facilitating,28,350,15,26,0.536304709066976,0.102251978088862,0.634146341463415
6,facilitating,29,400,20,24,0.178248231406319,0.0895968143354903,0.545454545454545
6,facilitating,30,450,21,24,0.130620182417064,0.087327954437589,0.533333333333333
6,facilitating,31,500,20,24,0.178248231406319,0.0895968143354903,0.545454545454545
6,facilitating,32,550,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
6,facilitating,33,600,21,24,0.130620182417064,0.087327954437589,0.533333333333333
6,facilitating,34,650,20,24,0.178248231406319,0.0895968143354903,0.545454545454545
6,facilitating,35,700,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
6,facilitating,36,750,19,23,0.186585955580412,0.093835242771413,0.547619047619048
6,facilitating,37,800,15,24,0.45783309362548,0.10533245556287,0.615384615384615
6,facilitating,38,850,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
6,facilitating,39,900,17,24,0.336472236621213,0.0979591836734694,0.585365853658537
6,facilitating,40,950,15,24,0.45783309362548,0.10533245556287,0.615384615384615
6,facilitating,41,1000,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
6,facilitating,42,1050,18,22,0.195744577126095,0.0984984984984985,0.55
6,facilitating,43,1100,20,21,0.0476280489892547,0.0952921157118548,0.51219512195122
6,facilitating,44,1150,23,21,-0.0889474860164962,0.0890648193963385,0.477272727272727
6,facilitating,45,1200,21,21,0,0.0930232558139535,0.5
6,facilitating,46,1250,21,21,0,0.0930232558139535,0.5
6,facilitating,47,1300,21,21,0,0.0930232558139535,0.5
6,facilitating,48,1350,18,20,0.102654154060083,0.102834541858932,0.526315789473684
6,facilitating,49,1400,18,17,-0.0555698511548108,0.111196911196911,0.485714285714286
6,facilitating,50,1450,16,18,0.114410351177744,0.114660114660115,0.529411764705882
6,facilitating,51,1500,13,18,0.315081046639895,0.128128128128128,0.580645161290323
6,facilitating,52,1550,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,facilitating,53,1600,16,18,0.114410351177744,0.114660114660115,0.529411764705882
6,facilitating,54,1650,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,facilitating,55,1700,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,facilitating,56,1750,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,facilitating,57,1800,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,filler,1,-1000,23,12,-0.631271776841858,0.122553191489362,0.342857142857143
6,filler,2,-950,24,12,-0.672944473242426,0.120816326530612,0.333333333333333
6,filler,3,-900,24,9,-0.947381318944186,0.146079484425349,0.272727272727273
6,filler,4,-850,24,9,-0.947381318944186,0.146079484425349,0.272727272727273
6,filler,5,-800,25,9,-0.987386653557885,0.144478844169247,0.264705882352941
6,filler,6,-750,23,9,-0.905708622543618,0.147816349384099,0.28125
6,filler,7,-700,19,10,-0.619039208406224,0.146520146520146,0.344827586206897
6,filler,8,-650,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
6,filler,9,-600,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
6,filler,10,-550,22,9,-0.862223510603879,0.149707602339181,0.290322580645161
6,filler,11,-500,24,9,-0.947381318944186,0.146079484425349,0.272727272727273
6,filler,12,-450,24,9,-0.947381318944186,0.146079484425349,0.272727272727273
6,filler,13,-400,22,9,-0.862223510603879,0.149707602339181,0.290322580645161
6,filler,14,-350,19,11,-0.528067430200497,0.138238573021182,0.366666666666667
6,filler,15,-300,18,12,-0.392042087776024,0.134054054054054,0.4
6,filler,16,-250,17,12,-0.336472236621213,0.137142857142857,0.413793103448276
6,filler,17,-200,15,14,-0.0666913744986723,0.133481646273637,0.482758620689655
6,filler,18,-150,15,14,-0.0666913744986723,0.133481646273637,0.482758620689655
6,filler,19,-100,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,filler,20,-50,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,filler,21,0,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,filler,22,50,15,14,-0.0666913744986723,0.133481646273637,0.482758620689655
6,filler,23,100,15,15,0,0.129032258064516,0.5
6,filler,24,150,15,15,0,0.129032258064516,0.5
6,filler,25,200,15,15,0,0.129032258064516,0.5
6,filler,26,250,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,filler,27,300,18,12,-0.392042087776024,0.134054054054054,0.4
6,filler,28,350,18,12,-0.392042087776024,0.134054054054054,0.4
6,filler,29,400,18,12,-0.392042087776024,0.134054054054054,0.4
6,filler,30,450,18,12,-0.392042087776024,0.134054054054054,0.4
6,filler,31,500,15,13,-0.138150338480817,0.138590203106332,0.464285714285714
6,filler,32,550,14,15,0.0666913744986721,0.133481646273637,0.517241379310345
6,filler,33,600,12,15,0.215111379616945,0.144516129032258,0.555555555555556
6,filler,34,650,12,16,0.27763173659828,0.140606060606061,0.571428571428571
6,filler,35,700,12,18,0.392042087776024,0.134054054054054,0.6
6,filler,36,750,12,18,0.392042087776024,0.134054054054054,0.6
6,filler,37,800,12,18,0.392042087776024,0.134054054054054,0.6
6,filler,38,850,10,18,0.566395474920801,0.149292149292149,0.642857142857143
6,filler,39,900,9,19,0.719122666963206,0.156545209176788,0.678571428571429
6,filler,40,950,9,18,0.666478933477784,0.159317211948791,0.666666666666667
6,filler,41,1000,9,18,0.666478933477784,0.159317211948791,0.666666666666667
6,filler,42,1050,9,18,0.666478933477784,0.159317211948791,0.666666666666667
6,filler,43,1100,9,21,0.816761136527122,0.151774785801714,0.7
6,filler,44,1150,9,21,0.816761136527122,0.151774785801714,0.7
6,filler,45,1200,9,21,0.816761136527122,0.151774785801714,0.7
6,filler,46,1250,6,21,1.19625075823203,0.200357781753131,0.777777777777778
6,filler,47,1300,5,21,1.36330484289519,0.228329809725159,0.807692307692308
6,filler,48,1350,3,23,1.90423745265475,0.328267477203647,0.884615384615385
6,filler,49,1400,3,22,1.86075234071501,0.33015873015873,0.88
6,filler,50,1450,3,24,1.94591014905531,0.326530612244898,0.888888888888889
6,filler,51,1500,3,24,1.94591014905531,0.326530612244898,0.888888888888889
6,filler,52,1550,3,24,1.94591014905531,0.326530612244898,0.888888888888889
6,filler,53,1600,3,24,1.94591014905531,0.326530612244898,0.888888888888889
6,filler,54,1650,3,21,1.81528996663825,0.332225913621262,0.875
6,filler,55,1700,4,21,1.56397553835734,0.268733850129199,0.84
6,filler,56,1750,6,18,1.04596855518269,0.207900207900208,0.75
6,filler,57,1800,6,18,1.04596855518269,0.207900207900208,0.75
6,neutral,1,-1000,13,18,0.315081046639895,0.128128128128128,0.580645161290323
6,neutral,2,-950,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,neutral,3,-900,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,neutral,4,-850,15,18,0.176930708159078,0.118570183086312,0.545454545454545
6,neutral,5,-800,15,16,0.0625203569813339,0.125122189638319,0.516129032258065
6,neutral,6,-750,17,15,-0.121360857004267,0.121658986175115,0.46875
6,neutral,7,-700,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
6,neutral,8,-650,21,15,-0.327212911208416,0.111027756939235,0.416666666666667
6,neutral,9,-600,19,15,-0.2295744416445,0.115798180314309,0.441176470588235
6,neutral,10,-550,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
6,neutral,11,-500,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
6,neutral,12,-450,18,15,-0.176930708159078,0.118570183086312,0.454545454545455
6,neutral,13,-400,20,15,-0.279584862219162,0.113296616837136,0.428571428571429
6,neutral,14,-350,21,13,-0.465363249689233,0.120585701981051,0.382352941176471
6,neutral,15,-300,21,12,-0.542324290825362,0.126511627906977,0.363636363636364
6,neutral,16,-250,19,12,-0.444685821261446,0.131282051282051,0.387096774193548
6,neutral,17,-200,18,11,-0.475423696715075,0.141010575793184,0.379310344827586
6,neutral,18,-150,17,12,-0.336472236621213,0.137142857142857,0.413793103448276
6,neutral,19,-100,12,13,0.0769610411361284,0.154074074074074,0.52
6,neutral,20,-50,12,15,0.215111379616945,0.144516129032258,0.555555555555556
6,neutral,21,0,12,15,0.215111379616945,0.144516129032258,0.555555555555556
6,neutral,22,50,12,13,0.0769610411361284,0.154074074074074,0.52
6,neutral,23,100,12,12,0,0.16,0.5
6,neutral,24,150,14,12,-0.148420005118273,0.148965517241379,0.461538461538462
6,neutral,25,200,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,neutral,26,250,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,neutral,27,300,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,neutral,28,350,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,neutral,29,400,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,neutral,30,450,13,13,0,0.148148148148148,0.5
6,neutral,31,500,12,15,0.215111379616945,0.144516129032258,0.555555555555556
6,neutral,32,550,12,15,0.215111379616945,0.144516129032258,0.555555555555556
6,neutral,33,600,12,15,0.215111379616945,0.144516129032258,0.555555555555556
6,neutral,34,650,12,15,0.215111379616945,0.144516129032258,0.555555555555556
6,neutral,35,700,12,12,0,0.16,0.5
6,neutral,36,750,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,neutral,37,800,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
6,neutral,38,850,14,12,-0.148420005118273,0.148965517241379,0.461538461538462
6,neutral,39,900,11,14,0.231801614057324,0.15592203898051,0.56
6,neutral,40,950,7,16,0.78845736036427,0.193939393939394,0.695652173913043
6,neutral,41,1000,6,20,1.14862270924277,0.202626641651032,0.769230769230769
6,neutral,42,1050,6,21,1.19625075823203,0.200357781753131,0.777777777777778
6,neutral,43,1100,6,21,1.19625075823203,0.200357781753131,0.777777777777778
6,neutral,44,1150,6,21,1.19625075823203,0.200357781753131,0.777777777777778
6,neutral,45,1200,6,21,1.19625075823203,0.200357781753131,0.777777777777778
6,neutral,46,1250,6,21,1.19625075823203,0.200357781753131,0.777777777777778
6,neutral,47,1300,6,19,1.09861228866811,0.205128205128205,0.76
6,neutral,48,1350,7,18,0.902867711542014,0.187387387387387,0.72
6,neutral,49,1400,7,18,0.902867711542014,0.187387387387387,0.72
6,neutral,50,1450,9,18,0.666478933477784,0.159317211948791,0.666666666666667
6,neutral,51,1500,9,20,0.769133087537867,0.154043645699615,0.689655172413793
6,neutral,52,1550,8,21,0.927986771637346,0.164158686730506,0.724137931034483
6,neutral,53,1600,7,21,1.05314991459135,0.17984496124031,0.75
6,neutral,54,1650,9,21,0.816761136527122,0.151774785801714,0.7
6,neutral,55,1700,9,21,0.816761136527122,0.151774785801714,0.7
6,neutral,56,1750,9,21,0.816761136527122,0.151774785801714,0.7
6,neutral,57,1800,9,21,0.816761136527122,0.151774785801714,0.7
7,facilitating,1,-1000,24,24,0,0.0816326530612245,0.5
7,facilitating,2,-950,24,24,0,0.0816326530612245,0.5
7,facilitating,3,-900,24,24,0,0.0816326530612245,0.5
7,facilitating,4,-850,24,21,-0.130620182417064,0.087327954437589,0.466666666666667
7,facilitating,5,-800,24,23,-0.0416726964005681,0.0833695180199739,0.48936170212766
7,facilitating,6,-750,24,24,0,0.0816326530612245,0.5
7,facilitating,7,-700,24,24,0,0.0816326530612245,0.5
7,facilitating,8,-650,24,24,0,0.0816326530612245,0.5
7,facilitating,9,-600,24,24,0,0.0816326530612245,0.5
7,facilitating,10,-550,24,24,0,0.0816326530612245,0.5
7,facilitating,11,-500,24,24,0,0.0816326530612245,0.5
7,facilitating,12,-450,24,24,0,0.0816326530612245,0.5
7,facilitating,13,-400,24,24,0,0.0816326530612245,0.5
7,facilitating,14,-350,24,24,0,0.0816326530612245,0.5
7,facilitating,15,-300,24,24,0,0.0816326530612245,0.5
7,facilitating,16,-250,23,24,0.0416726964005681,0.0833695180199739,0.51063829787234
7,facilitating,17,-200,21,27,0.246133069538909,0.0828752642706131,0.5625
7,facilitating,18,-150,21,26,0.209091797858559,0.0842474769635805,0.553191489361702
7,facilitating,19,-100,23,24,0.0416726964005681,0.0833695180199739,0.51063829787234
7,facilitating,20,-50,24,24,0,0.0816326530612245,0.5
7,facilitating,21,0,24,24,0,0.0816326530612245,0.5
7,facilitating,22,50,24,24,0,0.0816326530612245,0.5
7,facilitating,23,100,24,24,0,0.0816326530612245,0.5
7,facilitating,24,150,24,24,0,0.0816326530612245,0.5
7,facilitating,25,200,24,24,0,0.0816326530612245,0.5
7,facilitating,26,250,24,24,0,0.0816326530612245,0.5
7,facilitating,27,300,24,24,0,0.0816326530612245,0.5
7,facilitating,28,350,22,25,0.125163142954006,0.0836601307189543,0.531914893617021
7,facilitating,29,400,18,28,0.432133355190326,0.0891417733522997,0.608695652173913
7,facilitating,30,450,18,30,0.499955951529087,0.0868409392999557,0.625
7,facilitating,31,500,18,29,0.466619531261495,0.0879523591387998,0.617021276595745
7,facilitating,32,550,20,27,0.293761118528163,0.0851441241685144,0.574468085106383
7,facilitating,33,600,17,28,0.487703206345136,0.0922305764411027,0.622222222222222
7,facilitating,34,650,15,33,0.77070541490582,0.0943668753009148,0.6875
7,facilitating,35,700,15,33,0.77070541490582,0.0943668753009148,0.6875
7,facilitating,36,750,15,33,0.77070541490582,0.0943668753009148,0.6875
7,facilitating,37,800,15,33,0.77070541490582,0.0943668753009148,0.6875
7,facilitating,38,850,12,35,1.04380405217311,0.108169014084507,0.74468085106383
7,facilitating,39,900,13,33,0.908855753386637,0.103924820342731,0.717391304347826
7,facilitating,40,950,12,33,0.985816794522765,0.109850746268657,0.733333333333333
7,facilitating,41,1000,9,38,1.39936644268724,0.131237183868763,0.808510638297872
7,facilitating,42,1050,8,39,1.53623450841081,0.142963514519732,0.829787234042553
7,facilitating,43,1100,6,39,1.80449849500548,0.179162609542356,0.866666666666667
7,facilitating,44,1150,6,40,1.8294997972109,0.178537511870845,0.869565217391304
7,facilitating,45,1200,6,42,1.87770189902878,0.17737556561086,0.875
7,facilitating,46,1250,6,42,1.87770189902878,0.17737556561086,0.875
7,facilitating,47,1300,6,42,1.87770189902878,0.17737556561086,0.875
7,facilitating,48,1350,7,39,1.66139765136481,0.158649789029536,0.847826086956522
7,facilitating,49,1400,6,40,1.8294997972109,0.178537511870845,0.869565217391304
7,facilitating,50,1450,6,39,1.80449849500548,0.179162609542356,0.866666666666667
7,facilitating,51,1500,6,39,1.80449849500548,0.179162609542356,0.866666666666667
7,facilitating,52,1550,8,39,1.53623450841081,0.142963514519732,0.829787234042553
7,facilitating,53,1600,9,39,1.42500887330058,0.130579613590939,0.8125
7,facilitating,54,1650,9,39,1.42500887330058,0.130579613590939,0.8125
7,facilitating,55,1700,9,39,1.42500887330058,0.130579613590939,0.8125
7,facilitating,56,1750,9,39,1.42500887330058,0.130579613590939,0.8125
7,facilitating,57,1800,8,39,1.53623450841081,0.142963514519732,0.829787234042553
7,filler,1,-1000,26,12,-0.751416088683921,0.117735849056604,0.315789473684211
7,filler,2,-950,22,17,-0.251314428280906,0.101587301587302,0.435897435897436
7,filler,3,-900,18,22,0.195744577126095,0.0984984984984985,0.55
7,filler,4,-850,19,21,0.0976384695639161,0.097793679189028,0.525
7,filler,5,-800,19,21,0.0976384695639161,0.097793679189028,0.525
7,filler,6,-750,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,7,-700,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,8,-650,19,21,0.0976384695639161,0.097793679189028,0.525
7,filler,9,-600,21,21,0,0.0930232558139535,0.5
7,filler,10,-550,21,21,0,0.0930232558139535,0.5
7,filler,11,-500,21,21,0,0.0930232558139535,0.5
7,filler,12,-450,21,21,0,0.0930232558139535,0.5
7,filler,13,-400,21,21,0,0.0930232558139535,0.5
7,filler,14,-350,21,21,0,0.0930232558139535,0.5
7,filler,15,-300,21,21,0,0.0930232558139535,0.5
7,filler,16,-250,21,21,0,0.0930232558139535,0.5
7,filler,17,-200,21,18,-0.150282203049338,0.100565681961031,0.461538461538462
7,filler,18,-150,19,20,0.0500104205746614,0.100062539086929,0.512820512820513
7,filler,19,-100,18,21,0.150282203049338,0.100565681961031,0.538461538461538
7,filler,20,-50,18,23,0.239229689065834,0.0966072455434158,0.560975609756098
7,filler,21,0,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,22,50,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,23,100,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,24,150,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,25,200,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,26,250,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,27,300,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,28,350,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,29,400,18,23,0.239229689065834,0.0966072455434158,0.560975609756098
7,filler,30,450,20,21,0.0476280489892547,0.0952921157118548,0.51219512195122
7,filler,31,500,21,21,0,0.0930232558139535,0.5
7,filler,32,550,21,21,0,0.0930232558139535,0.5
7,filler,33,600,19,22,0.143100843640673,0.0957264957264957,0.536585365853659
7,filler,34,650,15,26,0.536304709066976,0.102251978088862,0.634146341463415
7,filler,35,700,15,27,0.573345980747325,0.100879765395894,0.642857142857143
7,filler,36,750,15,27,0.573345980747325,0.100879765395894,0.642857142857143
7,filler,37,800,15,27,0.573345980747325,0.100879765395894,0.642857142857143
7,filler,38,850,15,27,0.573345980747325,0.100879765395894,0.642857142857143
7,filler,39,900,15,27,0.573345980747325,0.100879765395894,0.642857142857143
7,filler,40,950,15,26,0.536304709066976,0.102251978088862,0.634146341463415
7,filler,41,1000,17,24,0.336472236621213,0.0979591836734694,0.585365853658537
7,filler,42,1050,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,43,1100,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,44,1150,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,45,1200,18,24,0.280902385466402,0.0948703805846663,0.571428571428571
7,filler,46,1250,17,24,0.336472236621213,0.0979591836734694,0.585365853658537
7,filler,47,1300,13,24,0.595983432106298,0.114890400604686,0.648648648648649
7,filler,48,1350,10,28,0.998528830111127,0.130325814536341,0.736842105263158
7,filler,49,1400,10,27,0.962810747509048,0.131601731601732,0.72972972972973
7,filler,50,1450,12,29,0.858661619037519,0.113898305084746,0.707317073170732
7,filler,51,1500,12,30,0.89199803930511,0.112786885245902,0.714285714285714
7,filler,52,1550,12,30,0.89199803930511,0.112786885245902,0.714285714285714
7,filler,53,1600,12,30,0.89199803930511,0.112786885245902,0.714285714285714
7,filler,54,1650,12,30,0.89199803930511,0.112786885245902,0.714285714285714
7,filler,55,1700,14,25,0.564529802737852,0.108181203515889,0.641025641025641
7,filler,56,1750,19,21,0.0976384695639161,0.097793679189028,0.525
7,filler,57,1800,21,19,-0.0976384695639161,0.097793679189028,0.475
7,neutral,1,-1000,25,15,-0.49783842823918,0.103731815306768,0.375
7,neutral,2,-950,30,18,-0.499955951529087,0.0868409392999557,0.375
7,neutral,3,-900,30,17,-0.555525802683898,0.0899297423887588,0.361702127659574
7,neutral,4,-850,34,12,-1.01523067972906,0.108985507246377,0.260869565217391
7,neutral,5,-800,33,13,-0.908855753386637,0.103924820342731,0.282608695652174
7,neutral,6,-750,30,15,-0.676886659688165,0.0973030142781597,0.333333333333333
7,neutral,7,-700,30,15,-0.676886659688165,0.0973030142781597,0.333333333333333
7,neutral,8,-650,30,15,-0.676886659688165,0.0973030142781597,0.333333333333333
7,neutral,9,-600,30,15,-0.676886659688165,0.0973030142781597,0.333333333333333
7,neutral,10,-550,30,14,-0.743578034186837,0.101752402487281,0.318181818181818
7,neutral,11,-500,32,12,-0.955511445027436,0.110769230769231,0.272727272727273
7,neutral,12,-450,33,12,-0.985816794522765,0.109850746268657,0.266666666666667
7,neutral,13,-400,29,13,-0.78170057790139,0.10797237915882,0.30952380952381
7,neutral,14,-350,27,17,-0.451985123743057,0.0935064935064935,0.386363636363636
7,neutral,15,-300,27,16,-0.510825623765991,0.096969696969697,0.372093023255814
7,neutral,16,-250,28,16,-0.54654370636807,0.0956937799043062,0.363636363636364
7,neutral,17,-200,27,18,-0.396415272588246,0.0904176904176904,0.4
7,neutral,18,-150,27,18,-0.396415272588246,0.0904176904176904,0.4
7,neutral,19,-100,25,19,-0.268263986594679,0.0904977375565611,0.431818181818182
7,neutral,20,-50,24,21,-0.130620182417064,0.087327954437589,0.466666666666667
7,neutral,21,0,24,21,-0.130620182417064,0.087327954437589,0.466666666666667
7,neutral,22,50,24,21,-0.130620182417064,0.087327954437589,0.466666666666667
7,neutral,23,100,24,21,-0.130620182417064,0.087327954437589,0.466666666666667
7,neutral,24,150,25,18,-0.320907720080101,0.0932697403285639,0.418604651162791
7,neutral,25,200,24,19,-0.22825865198098,0.0920983778126635,0.441860465116279
7,neutral,26,250,24,21,-0.130620182417064,0.087327954437589,0.466666666666667
7,neutral,27,300,24,21,-0.130620182417064,0.087327954437589,0.466666666666667
7,neutral,28,350,26,21,-0.209091797858559,0.0842474769635805,0.446808510638298
7,neutral,29,400,27,21,-0.246133069538908,0.0828752642706131,0.4375
7,neutral,30,450,27,21,-0.246133069538908,0.0828752642706131,0.4375
7,neutral,31,500,27,21,-0.246133069538908,0.0828752642706131,0.4375
7,neutral,32,550,23,21,-0.0889474860164962,0.0890648193963385,0.477272727272727
7,neutral,33,600,18,25,0.320907720080101,0.0932697403285639,0.581395348837209
7,neutral,34,650,15,24,0.45783309362548,0.10533245556287,0.615384615384615
7,neutral,35,700,14,29,0.710241613919245,0.102863822326125,0.674418604651163
7,neutral,36,750,12,35,1.04380405217311,0.108169014084507,0.74468085106383
7,neutral,37,800,12,36,1.07158361628019,0.107397260273973,0.75
7,neutral,38,850,12,33,0.985816794522765,0.109850746268657,0.733333333333333
7,neutral,39,900,12,33,0.985816794522765,0.109850746268657,0.733333333333333
7,neutral,40,950,9,33,1.26025364022453,0.135113904163394,0.785714285714286
7,neutral,41,1000,7,39,1.66139765136481,0.158649789029536,0.847826086956522
7,neutral,42,1050,9,39,1.42500887330058,0.130579613590939,0.8125
7,neutral,43,1100,9,39,1.42500887330058,0.130579613590939,0.8125
7,neutral,44,1150,9,39,1.42500887330058,0.130579613590939,0.8125
7,neutral,45,1200,10,36,1.24593700342497,0.122635355512068,0.782608695652174
7,neutral,46,1250,10,36,1.24593700342497,0.122635355512068,0.782608695652174
7,neutral,47,1300,9,39,1.42500887330058,0.130579613590939,0.8125
7,neutral,48,1350,9,39,1.42500887330058,0.130579613590939,0.8125
7,neutral,49,1400,9,39,1.42500887330058,0.130579613590939,0.8125
7,neutral,50,1450,8,39,1.53623450841081,0.142963514519732,0.829787234042553
7,neutral,51,1500,6,39,1.80449849500548,0.179162609542356,0.866666666666667
7,neutral,52,1550,7,37,1.6094379124341,0.16,0.840909090909091
7,neutral,53,1600,9,36,1.34602046198195,0.132660418168709,0.8
7,neutral,54,1650,9,36,1.34602046198195,0.132660418168709,0.8
7,neutral,55,1700,9,36,1.34602046198195,0.132660418168709,0.8
7,neutral,56,1750,10,33,1.16017018166754,0.125088841506752,0.767441860465116
7,neutral,57,1800,12,30,0.89199803930511,0.112786885245902,0.714285714285714
8,facilitating,1,-1000,16,9,-0.55206858230004,0.165869218500797,0.36
8,facilitating,2,-950,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
8,facilitating,3,-900,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
8,facilitating,4,-850,18,9,-0.666478933477784,0.159317211948791,0.333333333333333
8,facilitating,5,-800,15,9,-0.489548225318706,0.169779286926995,0.375
8,facilitating,6,-750,15,11,-0.298492988555997,0.151472650771388,0.423076923076923
8,facilitating,7,-700,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
8,facilitating,8,-650,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
8,facilitating,9,-600,15,12,-0.215111379616946,0.144516129032258,0.444444444444444
8,facilitating,10,-550,13,12,-0.0769610411361283,0.154074074074074,0.48
8,facilitating,11,-500,13,9,-0.351397886837889,0.179337231968811,0.409090909090909
8,facilitating,12,-450,15,9,-0.489548225318706,0.169779286926995,0.375
8,facilitating,13,-400,15,9,-0.489548225318706,0.169779286926995,0.375
8,facilitating,14,-350,15,9,-0.489548225318706,0.169779286926995,0.375
8,facilitating,15,-300,14,9,-0.422856850820034,0.174228675136116,0.391304347826087
8,facilitating,16,-250,15,9,-0.489548225318706,0.169779286926995,0.375
8,facilitating,17,-200,15,9,-0.489548225318706,0.169779286926995,0.375
8,facilitating,18,-150,15,9,-0.489548225318706,0.169779286926995,0.375
8,facilitating,19,-100,17,9,-0.610909082322973,0.162406015037594,0.346153846153846
8,facilitating,20,-50,16,9,-0.55206858230004,0.165869218500797,0.36
8,facilitating,21,0,15,8,-0.60077386042893,0.182163187855787,0.347826086956522
8,facilitating,22,50,15,6,-0.869037847023609,0.218362282878412,0.285714285714286
8,facilitating,23,100,14,6,-0.802346472524937,0.222811671087533,0.3
8,facilitating,24,150,12,6,-0.653926467406664,0.233846153846154,0.333333333333333
8,facilitating,25,200,12,6,-0.653926467406664,0.233846153846154,0.333333333333333
8,facilitating,26,250,12,6,-0.653926467406664,0.233846153846154,0.333333333333333
8,facilitating,27,300,12,6,-0.653926467406664,0.233846153846154,0.333333333333333
8,facilitating,28,350,15,6,-0.869037847023609,0.218362282878412,0.285714285714286
8,facilitating,29,400,9,6,-0.379489621704904,0.259109311740891,0.4
8,facilitating,30,450,6,9,0.379489621704904,0.259109311740891,0.6
8,facilitating,31,500,6,12,0.653926467406664,0.233846153846154,0.666666666666667
8,facilitating,32,550,6,13,0.730887508542792,0.227920227920228,0.684210526315789
8,facilitating,33,600,6,15,0.86903784702361,0.218362282878412,0.714285714285714
8,facilitating,34,650,7,15,0.725937003382936,0.197849462365591,0.681818181818182
8,facilitating,35,700,7,15,0.725937003382936,0.197849462365591,0.681818181818182
8,facilitating,36,750,6,15,0.86903784702361,0.218362282878412,0.714285714285714
8,facilitating,37,800,6,15,0.86903784702361,0.218362282878412,0.714285714285714
8,facilitating,38,850,6,15,0.86903784702361,0.218362282878412,0.714285714285714
8,facilitating,39,900,9,15,0.489548225318706,0.169779286926995,0.625
8,facilitating,40,950,9,15,0.489548225318706,0.169779286926995,0.625
8,facilitating,41,1000,9,15,0.489548225318706,0.169779286926995,0.625
8,facilitating,42,1050,9,15,0.489548225318706,0.169779286926995,0.625
8,facilitating,43,1100,9,15,0.489548225318706,0.169779286926995,0.625
8,facilitating,44,1150,9,15,0.489548225318706,0.169779286926995,0.625
8,facilitating,45,1200,9,13,0.351397886837889,0.179337231968811,0.590909090909091
8,facilitating,46,1250,9,12,0.27443684570176,0.185263157894737,0.571428571428571
8,facilitating,47,1300,11,9,-0.191055236762709,0.192219679633867,0.45
8,facilitating,48,1350,10,9,-0.100083458556983,0.200501253132832,0.473684210526316
8,facilitating,49,1400,9,12,0.27443684570176,0.185263157894737,0.571428571428571
